Nome,Categoria,Endereço,Telefone,Email,Website,Origem
Kiné.fisio.lisboa - FISIOTERAPIA - KINESITHERAPIE - PHYSIOTHERAPIST,Medicina,"R. Tomás da Anunciação 104b, 1350-332 Lisboa, Portugal",961 627 253,N/A (Google não fornece e-mail diretamente),https://www.kinefisiolisboa.com/,Google Places API
Clínica FLEXUS Saldanha,Medicina,"R. Actor Taborda nº 27 1º Dto, 1000-007 Lisboa, Portugal",21 352 0944,N/A (Google não fornece e-mail diretamente),http://www.clinicaflexus.pt/,Google Places API
Prinovhelp - Clinica de Fisioterapia e Reabilitação Neurológica,Medicina,"R. Sanches Coelho 8A, 1600-202 Lisboa, Portugal",933 028 449,N/A (Google não fornece e-mail diretamente),http://www.clinicafisioterapialisboa.pt/,Google Places API
Fisiotrata - Clínica de Fisioterapia Lda,Medicina,"Av. dos Estados Unidos da América 51C, 1700-165 Lisboa, Portugal",21 847 8366,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Clínica Médis Fisioterapia Amoreiras (anteriormente One Clinics),Medicina,"Av. Eng. Duarte Pacheco 26, 1070-103 Lisboa, Portugal",962 422 943,N/A (Google não fornece e-mail diretamente),https://www.clinicamedis.pt/clinicas/detalhe-da-clinica/cl%C3%ADnica-m%C3%A9dis-fisioterapia-amoreiras/19956,Google Places API
Vértice By Quantum - Fisioterapia Especializada,Medicina,"R. Rodrigues Sampaio 146 1• drt, 1150-282 Lisboa, Portugal",910 813 763,N/A (Google não fornece e-mail diretamente),http://verticebyquantum.pt/,Google Places API
Fisio Roma - Clínica de Fisioterapia,Medicina,"R. Latino Coelho 11, 1050-010 Lisboa, Portugal",21 352 6014,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
MediClinica Portugal,Medicina,"Av. Dom João II 19 Piso 0, 1990-078 Lisboa, Portugal",925 813 568,N/A (Google não fornece e-mail diretamente),https://www.mediclinica.pt/,Google Places API
Fisiospot - Alcântara,Medicina,"Calçada da Tapada 119A, 1300-548 Lisboa, Portugal",21 364 0560,N/A (Google não fornece e-mail diretamente),http://fisiospot.pt/,Google Places API
FISIOGASPAR,Medicina,"Av. dos Estados Unidos da América 2 C, 1700-174 Lisboa, Portugal",21 727 9000,N/A (Google não fornece e-mail diretamente),http://www.fisiogaspar.pt/,Google Places API
Clínica Médica Fisiopharma Roma,Medicina,"R. Augusto Gil 29A, 1000-063 Lisboa, Portugal",910 248 956,N/A (Google não fornece e-mail diretamente),https://www.fisiopharmaroma.com/,Google Places API
"SlowFisiO - Fisioterapia Expo, Lisboa",Medicina,"R. Nova dos Mercadores 11B, 1990-176 Lisboa, Portugal",914 628 237,N/A (Google não fornece e-mail diretamente),https://www.slowfisio.com/,Google Places API
Fisio 21,Medicina,"Av. João XXI 43 3º andar esquerdo, 1000-299 Lisboa, Portugal",960 169 528,N/A (Google não fornece e-mail diretamente),http://www.fisio21.pt/,Google Places API
OSTEOFISIO lab,Medicina,"Praça Alvalade 7 11º esq, 1700-036 Lisboa, Portugal",960 369 032,N/A (Google não fornece e-mail diretamente),http://www.osteofisiolab.pt/,Google Places API
FC Porto,Futebol,"Al. das Antas 24, 4350-415 Porto, Portugal",22 507 0500,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Boavista Futebol Clube,Futebol,"Estádio do Bessa, R. de O Primeiro de Janeiro, 4100-365 Porto, Portugal",22 607 1000,N/A (Google não fornece e-mail diretamente),http://www.boavistafc.pt/,Google Places API
Académico Futebol Club,Futebol,"Rua de Costa Cabral 182, 4200-208 Porto, Portugal",22 502 0129,N/A (Google não fornece e-mail diretamente),http://www.academicofc.pt/,Google Places API
AJ Escola de Futebol Hernâni Gonçalves,Futebol,"R. de Alves Redol 292, 4050-042 Porto, Portugal",916 004 460,N/A (Google não fornece e-mail diretamente),http://www.escfuthernani.com/,Google Places API
Porto Football Association,Futebol,"R. de António Pinto Machado 96, 4100-068 Porto, Portugal",22 607 6220,N/A (Google não fornece e-mail diretamente),https://afporto.pt/,Google Places API
Constituição Park / Antigo Estádio da Constituição,Futebol,"R. da Constituição 900, 4000 Porto, Portugal",22 508 3352,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Ramaldense Futebol Clube,Futebol,"R. Dr. Pedro de Sousa 528, 4460-378 Porto, Portugal",22 610 9414,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Sporting Clube da Cruz,Futebol,"R. da Fonte do Outeiro 521, 4200-353 Porto, Portugal",22 550 8041,N/A (Google não fornece e-mail diretamente),http://www.sportingclubdacruz.pt/,Google Places API
Praça da Alegria Futebol Clube,Futebol,"Av. de Rodrigues de Freitas 207, 4300 Porto, Portugal",22 536 1769,N/A (Google não fornece e-mail diretamente),http://opracadaalegria.blogspot.pt/,Google Places API
Futebol Clube da Foz,Futebol,"Campo de futebol do Futebol Club da Foz (Campo da Ervilha), Rua do Crasto s/n, 4150-244 Porto, Portugal",915 508 561,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
New Balance Park,Futebol,"R. da Constituição 870, 4200-191 Porto, Portugal",22 508 3090,N/A (Google não fornece e-mail diretamente),https://www.fcporto.pt/pt/dragon-force/escola-nacional/constituicao-park,Google Places API
FC Porto Museum,Futebol,"Via Futebol Clube do Porto - Estádio do Dragão, 4350-415 Porto, Portugal",22 508 3352,N/A (Google não fornece e-mail diretamente),https://www.fcporto.pt/en/museum/,Google Places API
Clube Desportivo Portugal,Futebol,"R. Pinheiro de Campanhã 500, 4300-415 Porto, Portugal",918 173 024,N/A (Google não fornece e-mail diretamente),https://www.facebook.com/Clube.desportivo.portugal/,Google Places API
Complexo Desportivo de Campanhã,Futebol,"R. Peso da Régua 9493, 4300 Porto, Portugal",22 510 6114,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Sports and Recreational Association of Pasteleira,Futebol,"R. João de Barros 85, 4150-415 Porto, Portugal",22 610 7403,N/A (Google não fornece e-mail diretamente),https://www.instagram.com/adrpasteleiraoficial/,Google Places API
CCD PORTO,Futebol,"R. de Alves Redol 292, 4050-042 Porto, Portugal",22 831 8210,N/A (Google não fornece e-mail diretamente),https://portoccd.org/,Google Places API
Grupo Desportivo Cultural e Social de Santo Eugénio,Futebol,"R. Andorinhas 18, 4250-036 Porto, Portugal",22 832 8213,N/A (Google não fornece e-mail diretamente),https://santoeugenio.com/,Google Places API
Mocidade Invicta Futebol Clube,Futebol,"Tv. de Anselmo Braamcamp 115, 4000-080 Porto, Portugal",22 537 4129,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Leixões Sport Club,Futebol,"Lugar Cruz De Pau, Estádio Do Mar, Matosinhos, Porto, 4460 Sra. da Hora, Portugal",22 939 6020,N/A (Google não fornece e-mail diretamente),https://www.leixoessc.pt/,Google Places API
Sport RUGBY - Sport Club do Porto,Futebol,"Estr. da Circunvalação 15687 4100, 4100-183 Porto, Portugal",N/A,N/A (Google não fornece e-mail diretamente),http://www.sportrugby.pt/,Google Places API
New Balance Park,Futebol,"R. da Constituição 870, 4200-191 Porto, Portugal",22 508 3090,N/A (Google não fornece e-mail diretamente),https://www.fcporto.pt/pt/dragon-force/escola-nacional/constituicao-park,Google Places API
AJ Escola de Futebol Hernâni Gonçalves,Futebol,"R. de Alves Redol 292, 4050-042 Porto, Portugal",916 004 460,N/A (Google não fornece e-mail diretamente),http://www.escfuthernani.com/,Google Places API
Academia AF Porto,Futebol,"4250 Porto, Portugal",22 607 6220,N/A (Google não fornece e-mail diretamente),https://afporto.pt/,Google Places API
Footspace - Indoor Soccer,Futebol,"R. Manuel Pinto de Azevedo 269, 4100-321 Porto, Portugal",913 823 837,N/A (Google não fornece e-mail diretamente),https://playtomic.io/footspace/3f856a5a-2358-4f1e-afd7-1b94bf1efc75,Google Places API
Academia de Futebol Feminino - Academia D. Amélia,Futebol,"Rua das Estrelas s/n, 4150-762 Porto, Portugal",918 275 893,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
FC Porto,Futebol,"Al. das Antas 24, 4350-415 Porto, Portugal",22 507 0500,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Constituição Park / Antigo Estádio da Constituição,Futebol,"R. da Constituição 900, 4000 Porto, Portugal",22 508 3352,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Kids Foot,Futebol,"R. Manuel Pinto de Azevedo, no 269 Porto, Portugal",913 934 328,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Academia Musculação Boavista FC/Cross training/Jiu jitsu/Mma/Kung-Do/Capoeira/Yoseikan,Futebol,"Complexo Desportivo Estádio do Bessa Século XXI, R. de O Primeiro de Janeiro, 4100-365 Porto, Portugal",965 055 716,N/A (Google não fornece e-mail diretamente),https://www.instagram.com/academiaboavistafc/,Google Places API
Escola de Futebol Dragon Force Colégio do Rosário,Futebol,"Ramalde, 4100-136 Porto, Portugal",22 619 7590,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Escola de Futebol Jaime Garcia - BFC,Futebol,"R. de O Primeiro de Janeiro 239, 4100-367 Porto, Portugal",925 473 689,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Académico Futebol Club,Futebol,"Rua de Costa Cabral 182, 4200-208 Porto, Portugal",22 502 0129,N/A (Google não fornece e-mail diretamente),http://www.academicofc.pt/,Google Places API
Portugal Football Academy,Futebol,"R. da Areosa 5, 4200-084 Porto, Portugal",8180 1802,N/A (Google não fornece e-mail diretamente),http://www.portugalfa.com/,Google Places API
Boavista Futebol Clube,Futebol,"Estádio do Bessa, R. de O Primeiro de Janeiro, 4100-365 Porto, Portugal",22 607 1000,N/A (Google não fornece e-mail diretamente),http://www.boavistafc.pt/,Google Places API
Escola de Futebol Dragon Force Ermesinde,Futebol,"Tv. Formiga 4445, 4445-485 Ermesinde, Portugal",22 508 3190,N/A (Google não fornece e-mail diretamente),https://www.fcporto.pt/pt/dragon-force/escola-nacional/ermesinde-colegio-de-ermesinde,Google Places API
Escola de Futebol Dragon Force Valadares,Futebol,"R. Carreira Funda 107, 4405-541 Vila Nova de Gaia, Portugal",966 186 356,N/A (Google não fornece e-mail diretamente),https://www.fcporto.pt/pt/dragon-force/escola-nacional/valadares-valadares-fc,Google Places API
Sport Club do Porto,Futebol,"Estr. da Circunvalação 15687, 4100-183 Porto, Portugal",22 200 1785,N/A (Google não fornece e-mail diretamente),http://www.sportclubdoporto.com/,Google Places API
Indoor Soccer Arca d'Água,Futebol,"R. de Nove de Abril 912, 4250-345 Porto, Portugal",919 830 204,N/A (Google não fornece e-mail diretamente),http://www.aircourts.com/index.php/site/view_club/28http://,Google Places API
Indoor Soccer Paranhos,Futebol,"R. de Augusto Lessa 567, 4200-105 Porto, Portugal",967 016 909,N/A (Google não fornece e-mail diretamente),https://aircourts.com/index.php/site/view_club/434/,Google Places API
Escola Benfica Matosinhos,Futebol,"R. Boa Hora 366, 4460-008 Matosinhos, Portugal",932 006 672,N/A (Google não fornece e-mail diretamente),https://www.slbenfica.pt/pt-pt/modalidades/escolas-modalidades/escolas-futebol,Google Places API
Go Gym Porto - São João,Fitness,"R. Mte. Guilherme Camarinha 7, 4200-537 Porto, Portugal",915 167 300,N/A (Google não fornece e-mail diretamente),http://www.gogym.pt/,Google Places API
eBody Boavista,Fitness,"Boavista Palace Residence, Rua Dr. Emílio Peres, 137, 4050-007 Porto, Portugal",910 569 404,N/A (Google não fornece e-mail diretamente),https://ebody.pt/ebody-boavista/,Google Places API
Ginásio VivaGym Trindade,Fitness,"Centro Comercial, Rua da Trindade, 4000-354 Porto, Portugal",N/A,N/A (Google não fornece e-mail diretamente),https://www.vivagym.pt/gimnasios/trindade?utm_source=google&utm_medium=organic&utm_campaign=gmb-trindade-vivagym,Google Places API
One2One - Private Fitness Studio,Fitness,"Rua da Alegria 1960, 4200-024 Porto, Portugal",914 370 762,N/A (Google não fornece e-mail diretamente),https://www.one2one.pt/,Google Places API
Fox Gym,Fitness,"Tv. Santo Isidro 122, 4000-099 Porto, Portugal",967 220 078,N/A (Google não fornece e-mail diretamente),http://www.foxgym.pt/,Google Places API
Breathe Sport Fitness,Fitness,"Estr. da Circunvalação 15687, 4100-183 Porto, Portugal",22 938 2504,N/A (Google não fornece e-mail diretamente),http://breathe.pt/,Google Places API
Ginásio Solinca Classic Dragão,Fitness,"Estádio do Dragão, 4350-415 Porto, Portugal",22 557 4700,N/A (Google não fornece e-mail diretamente),https://www.solinca.pt/,Google Places API
Ginásio Absoluto,Fitness,"R. das Condominhas 708, 4150-221 Porto, Portugal",934 624 841,N/A (Google não fornece e-mail diretamente),https://studioabsoluto.pt/,Google Places API
Ginásio Solinca Classic Constituição,Fitness,"R. da Constituição 2309, 4250-172 Porto, Portugal",22 246 0000,N/A (Google não fornece e-mail diretamente),https://www.solinca.pt/,Google Places API
"Fitness Hut, Centro Comercial Cidade Do Porto",Fitness,"Shopping, R. de Gonçalo Sampaio 350 piso 2, 4150-365 Porto, Portugal",N/A,N/A (Google não fornece e-mail diretamente),https://www.vivagym.pt/gimnasios/shopping-cidade-do-porto?utm_source=google&utm_medium=organic&utm_campaign=gmb-shopping-cidade-do-porto-vivagym,Google Places API
Fitness UP Praça Galiza,Fitness,"Praça da Galiza 96, 4050-479 Porto, Portugal",913 123 987,N/A (Google não fornece e-mail diretamente),https://www.fitnessup.pt/ginasio/praca-galiza,Google Places API
R Space - Estúdios de Treino. Estacionamento gratuito,Fitness,"R. Eng. Ferreira Dias 924 Fração E7, 4100-246 Porto, Portugal",919 321 068,N/A (Google não fornece e-mail diretamente),http://www.rspace.pt/,Google Places API
MG Fitness Studio Antas,Fitness,"Av. de Fernão de Magalhães 2019, 4350-162 Porto, Portugal",937 545 858,N/A (Google não fornece e-mail diretamente),https://www.mgfitnesstudio.com/,Google Places API
Fonseca Gym,Fitness,"R. Nova de São Crispim 267, 4000-362 Porto, Portugal",912 974 899,N/A (Google não fornece e-mail diretamente),http://www.fonsecagym.pt/,Google Places API
Ginásio VivaGym Antas,Fitness,"Rua dos Campeões Europeus 28-198, Alameda Shop & Spot, Lojas 311-315, 4350-414 Porto, Portugal",N/A,N/A (Google não fornece e-mail diretamente),https://www.vivagym.pt/gimnasios/antas?utm_source=google&utm_medium=organic&utm_campaign=antas-vivagym,Google Places API
Ginásio Solinca Classic Porto Palácio Hotel,Fitness,"Av. da Boavista 1269, 4100-130 Porto, Portugal",22 609 1553,N/A (Google não fornece e-mail diretamente),https://www.solinca.pt/,Google Places API
Fitness UP Constituição,Fitness,"R. do Seixal 130, 4000-521 Porto, Portugal",936 071 355,N/A (Google não fornece e-mail diretamente),https://www.fitnessup.pt/ginasio/porto-constituicao,Google Places API
SQUAD Porto,Fitness,"R. da Boavista 410, 4050-103 Porto, Portugal",915 265 350,N/A (Google não fornece e-mail diretamente),http://www.squadporto.com/,Google Places API
Ginásio Solinca Classic Foz,Fitness,"Rua do Molhe 726, 4150-503 Porto, Portugal",22 011 7887,N/A (Google não fornece e-mail diretamente),https://www.solinca.pt/,Google Places API
Fitness UP Bessa,Fitness,"R. de O Primeiro de Janeiro 314, 4100-365 Porto, Portugal",910 467 757,N/A (Google não fornece e-mail diretamente),https://www.fitnessup.pt/ginasio/porto-bessa,Google Places API
One2One - Private Fitness Studio,Fitness,"Rua da Alegria 1960, 4200-024 Porto, Portugal",914 370 762,N/A (Google não fornece e-mail diretamente),https://www.one2one.pt/,Google Places API
Porto Personal Studio,Fitness,"R. Prof. Sousa Júnior nº84, 4250-478 Porto, Portugal",912 697 844,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Pause Studio - Personal Training & Pilates,Fitness,"Rua Dominguez Alvarez 104 - Lojas 7, 8, 4150-801 Porto, Portugal",939 954 642,N/A (Google não fornece e-mail diretamente),https://www.instagram.com/pausestudiopt/,Google Places API
TG FitStudio - Estúdio de Treino Privado no Porto,Fitness,"R. de Honório de Lima 342, 4200-321 Porto, Portugal",912 557 075,N/A (Google não fornece e-mail diretamente),https://www.tgfitstudio.com/,Google Places API
Kinetic Studio,Fitness,"Rua da Alegria 332, 4000-035 Porto, Portugal",916 014 819,N/A (Google não fornece e-mail diretamente),http://www.kineticstudio.pt/,Google Places API
Inspire Studio,Fitness,"Praceta do Professor Egas Moniz, 30, Avenida da Boavista, 4100-221 Porto, Portugal",927 579 376,N/A (Google não fornece e-mail diretamente),https://inspirestudio.pt/,Google Places API
EVOLVE Personal Training,Fitness,"R. de Domingos Machado 234, 4250-219 Porto, Portugal",916 534 561,N/A (Google não fornece e-mail diretamente),https://www.evolvepersonaltraining.pt/,Google Places API
Prime pt.studio,Fitness,"Rua de Costa Cabral 2228, 4200-218 Porto, Portugal",926 871 646,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
R Space - Estúdios de Treino. Estacionamento gratuito,Fitness,"R. Eng. Ferreira Dias 924 Fração E7, 4100-246 Porto, Portugal",919 321 068,N/A (Google não fornece e-mail diretamente),http://www.rspace.pt/,Google Places API
MG Fitness Studio Antas,Fitness,"Av. de Fernão de Magalhães 2019, 4350-162 Porto, Portugal",937 545 858,N/A (Google não fornece e-mail diretamente),https://www.mgfitnesstudio.com/,Google Places API
Physical Art - Private Fitness Studio,Fitness,"R. de Sobreiras 67, 4150-713 Porto, Portugal",938 107 075,N/A (Google não fornece e-mail diretamente),https://instagram.com/physicalart_privatestudio?utm_medium=copy_link,Google Places API
HARMONY Studio - Physical & Mental care concept,Fitness,"R. Padre Himalaya 112 E, 4100-553 Porto, Portugal",913 240 487,N/A (Google não fornece e-mail diretamente),https://harmonystudio.pt/,Google Places API
Pro Training - Premium Fitness Studio Porto,Fitness,"R. de Cervantes 557, 4050-188 Porto, Portugal",917 431 720,N/A (Google não fornece e-mail diretamente),http://protrainingstudio.pt/,Google Places API
Plenaphorma - Premium Fitness Studio,Fitness,"R. do Monte dos Burgos 227, 4250-316 Porto, Portugal",930 437 385,N/A (Google não fornece e-mail diretamente),http://www.plenaphorma.pt/,Google Places API
Glute Project - Private Fitness Studio,Fitness,"R. Dr. Afonso Cordeiro 109, 4450-005 Matosinhos, Portugal",937 370 304,N/A (Google não fornece e-mail diretamente),http://gluteproject.pt/,Google Places API
Evolution Studio,Fitness,"Rua de Costa Cabral 1956, 4200-248 Porto, Portugal",910 989 678,N/A (Google não fornece e-mail diretamente),https://csofiasilveira.systeme.io/evolutionstudio,Google Places API
Feel Premium Studio,Fitness,"R. Ferreira dos Santos 106, 4300-199 Porto, Portugal",910 634 361,N/A (Google não fornece e-mail diretamente),https://instagram.com/feelpremiumstudio?igshid=YmMyMTA2M2Y=,Google Places API
Vital Fitness Studio AVIZ,Fitness,"Av. da Boavista 3769 L06, 4100-139 Porto, Portugal",915 561 397,N/A (Google não fornece e-mail diretamente),http://www.vitalfs.pt/,Google Places API
eBody Boavista,Fitness,"Boavista Palace Residence, Rua Dr. Emílio Peres, 137, 4050-007 Porto, Portugal",910 569 404,N/A (Google não fornece e-mail diretamente),https://ebody.pt/ebody-boavista/,Google Places API
4Challenge Studio,Fitness,"Tv. Campinas nº49, 4100-146 Porto, Portugal",939 448 593,N/A (Google não fornece e-mail diretamente),http://www.instagram.com/4challenge_studio/profilecard/?igsh=Y3NzaWtyNzVwcjZj,Google Places API
Clínica Médica do Porto,Medicina,"Rua da Venezuela 185, 4150-744 Porto, Portugal",933 213 060,N/A (Google não fornece e-mail diretamente),https://clinicamedicadoporto.pt/,Google Places API
"Clínica Central do Porto, Lda",Medicina,"R. da Firmeza 502, 4000-226 Porto, Portugal",22 208 4503,N/A (Google não fornece e-mail diretamente),http://clinicacentraldoporto.pt/,Google Places API
Hospital da Luz Clínica do Porto,Medicina,"R. Beato Inácio de Azevedo 61 85, 4100-284 Porto, Portugal",21 710 4400,N/A (Google não fornece e-mail diretamente),https://www.hospitaldaluz.pt/porto/pt,Google Places API
Clínica Médica by Nuno Loureiro,Medicina,"Clinica Médica by Nuno Loureiro, Oporto Medical Centre, Av. da Boavista 117 Consultório 304, 4050-115 Porto, Portugal",939 144 977,N/A (Google não fornece e-mail diretamente),https://www.clinicamedicanunoloureiro.pt/,Google Places API
"Porto Clínica - Xavier, Mansilha & Macedo - Clínica Médica, Lda",Medicina,"Rua de Júlio Dinis 826 5º e 6º andar, 4050-322 Porto, Portugal",22 508 8550,N/A (Google não fornece e-mail diretamente),http://www.portoclinica.pt/,Google Places API
Clínica Bessa,Medicina,"Av. do Bessa 171, 4100-012 Porto, Portugal",912 308 905,N/A (Google não fornece e-mail diretamente),http://www.clinicabessa.pt/,Google Places API
Hospital CUF Porto,Medicina,"Estr. da Circunvalação 14341, 4100-180 Porto, Portugal",22 003 9000,N/A (Google não fornece e-mail diretamente),https://www.cuf.pt/hospitais-e-clinicas/hospital-cuf-porto,Google Places API
Clínica ONYX - Porto,Medicina,"Capitólio, Av. da França 352 1º Andar - Sala 1.9, 4050-276 Porto, Portugal",21 589 5075,N/A (Google não fornece e-mail diretamente),http://www.clinicaonyx.com/,Google Places API
Clínica Médica da Foz,Medicina,"R. de Sobreiras 636, 4150-713 Porto, Portugal",22 617 8917,N/A (Google não fornece e-mail diretamente),http://www.cmf.pt/,Google Places API
Hospital Lusíadas Porto,Medicina,"Av. da Boavista 171, 4050-115 Porto, Portugal",22 605 6450,N/A (Google não fornece e-mail diretamente),https://www.lusiadas.pt/hospitais-clinicas/hospital-lusiadas-porto,Google Places API
Bonfim Central Clinic,Medicina,"Av. de Fernão de Magalhães 442, 4349-008 Porto, Portugal",22 510 3411,N/A (Google não fornece e-mail diretamente),https://www.clinicabonfim.pt/contactos/,Google Places API
Clínica Praxis,Medicina,"Portugal, R. do Dr. Carlos Cal Brandão 48, 4050-160 Porto, Portugal",22 609 0129,N/A (Google não fornece e-mail diretamente),http://www.clinicapraxis.pt/,Google Places API
Douro Centro Médico,Medicina,"Av. da Boavista 197 2ºB, 4050-115 Porto, Portugal",22 606 3337,N/A (Google não fornece e-mail diretamente),https://www.dourocentromedico.pt/,Google Places API
Allure Clinic,Medicina,"Av. da Boavista 117 Piso 4, sala 406 Piso 6, sala 605, 4050-115 Porto, Portugal",22 766 4982,N/A (Google não fornece e-mail diretamente),https://www.allureclinic.pt/,Google Places API
CETI - Clínica de Fertilidade,Medicina,"Av. da Boavista 2300, 4100-118 Porto, Portugal",22 607 6530,N/A (Google não fornece e-mail diretamente),https://www.ceti.pt/,Google Places API
"Clínica Médico - Cirúrgica João De Deus, Lda.",Medicina,"Av. do Bessa 149, 4100-462 Porto, Portugal",22 600 7777,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Clinica Médica Jardim,Medicina,"Av. Fontes Pereira de Melo 482, 4100-260 Porto, Portugal",961 227 251,N/A (Google não fornece e-mail diretamente),https://www.clinicamedicajardim.com/a-clinica-porto/,Google Places API
Oporto Medical Centre,Medicina,"Av. da Boavista 117, 4050-112 Porto, Portugal",22 600 8183,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Clínica do Campo Alegre,Medicina,"Rua do Campo Alegre 942, 4150-172 Porto, Portugal",910 018 551,N/A (Google não fornece e-mail diretamente),http://www.clinicadocampoalegre.pt/,Google Places API
São João University Hospital,Medicina,"Alameda Prof. Hernâni Monteiro, 4200-319 Porto, Portugal",22 551 2100,N/A (Google não fornece e-mail diretamente),http://www.chusj.pt/,Google Places API
Dentist Martha Novais,Medicina,"Rua D. João IV, 461 R/ch, 4000-302 Porto, Portugal",918 393 131,N/A (Google não fornece e-mail diretamente),http://martanovais.pt/,Google Places API
Clínica Bessa,Medicina,"Av. do Bessa 171, 4100-012 Porto, Portugal",912 308 905,N/A (Google não fornece e-mail diretamente),http://www.clinicabessa.pt/,Google Places API
Molar Clinic,Medicina,"Estr. da Circunvalação 7664, 4200-162 Porto, Portugal",913 217 070,N/A (Google não fornece e-mail diretamente),http://molar.pt/,Google Places API
Instituto Areluna | Clínica Dentária e Estética Avançada - Mota Galiza,Medicina,"Rua de Júlio Dinis 190 R/C, 4050-027 Porto, Portugal",966 939 539,N/A (Google não fornece e-mail diretamente),https://institutoareluna.pt/,Google Places API
Clínica Dentária Jorge Moura,Medicina,"R. de Santa Catarina 594, 4000-446 Porto, Portugal",22 332 1834,N/A (Google não fornece e-mail diretamente),https://clinicajorgemoura.constantcircle.co/,Google Places API
Smile More Porto,Medicina,"R. de Alexandre Braga 124 1. Andar, 4200-049 Porto, Portugal",914 103 928,N/A (Google não fornece e-mail diretamente),https://smilemoreclinic.pt/lp-porto-melhor-preco-aparelho,Google Places API
DENTAL LIGHT PORTO,Medicina,"Rua de Júlio Dinis 569, 4050-012 Porto, Portugal",912 060 000,N/A (Google não fornece e-mail diretamente),http://www.dentallight.pt/,Google Places API
"Clínica Médico Dentária Dr. Abílio Pinha de Almeida, Lda.",Medicina,"R. do Cerco do Porto 24 1.º Andar, 4300-113 Porto, Portugal",22 537 2728,N/A (Google não fornece e-mail diretamente),http://www.projetamossorrisos.pt/,Google Places API
Clínica Raiz - Medicina Dentária,Medicina,"Tv. da Prelada 636, 4250-377 Porto, Portugal",910 162 145,N/A (Google não fornece e-mail diretamente),http://www.clinicaraiz.pt/,Google Places API
IFACLINIC - Alinhadores Invisíveis,Medicina,"R. de 5 de Outubro 139, 4100-175 Porto, Portugal",22 114 0070,N/A (Google não fornece e-mail diretamente),https://www.ifaclinic.com/,Google Places API
Clínica Dr. João Neto,Medicina,"Av. da Boavista 834, 4400-320 Porto, Portugal",929 190 013,N/A (Google não fornece e-mail diretamente),http://clinicadrjoaoneto.pt/,Google Places API
Dental Clinic Medical Da Prelada Lda,Medicina,"Rua Arquitecto João Andresen 76, 4250-242 Porto, Portugal",22 832 8031,N/A (Google não fornece e-mail diretamente),http://dentista.com.pt/,Google Places API
Clínica da Boca - Dentista Porto,Medicina,"Rua de Camões n.º 216, 4000-138 Porto, Portugal",22 240 5122,N/A (Google não fornece e-mail diretamente),http://oraldouro.pt/,Google Places API
Clínica Dentária Cerejeira & Leão,Medicina,"Rua de Camões 117 115R/C, 4000-144 Porto, Portugal",22 332 0731,N/A (Google não fornece e-mail diretamente),https://www.clinicacerejeiraeleao.pt/,Google Places API
Clínica PCMFG Medicina Dentária,Medicina,"Rua da Venezuela 249, 4150-744 Porto, Portugal",22 600 1616,N/A (Google não fornece e-mail diretamente),http://www.clinicapcmfg.com/,Google Places API
"OralKlass, Clínicas Dentárias - Porto",Medicina,"R. de Santa Catarina Nº635, 4000-272 Porto, Portugal",22 208 7410,N/A (Google não fornece e-mail diretamente),https://www.oralklass.pt/,Google Places API
Clínica Ruy Garcia,Medicina,"R. de Damião de Góis 270, 4050-223 Porto, Portugal",913 555 245,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
"CEMDEI - Medicina Dentária, Porto",Medicina,"R. César das Neves 150 Sala 2, 4200-002 Porto, Portugal",22 509 4595,N/A (Google não fornece e-mail diretamente),http://www.cemdei.com/,Google Places API
IDP - Instituto Dentário de Paranhos (Clínica Prof. Mário Jorge Silva),Medicina,"Rua do Amial 283 2º DTO, 4200-060 Porto, Portugal",22 834 9080,N/A (Google não fornece e-mail diretamente),https://clinica-profmariojorgesilva.pt/,Google Places API
Clínica Prof. Machado Capelas - Medicina Dentária,Medicina,"Praça de Dom João I 25 3º, 4000-295 Porto, Portugal",22 200 8966,N/A (Google não fornece e-mail diretamente),http://www.machadocapelas.pt/,Google Places API
FISIOVIDA,Medicina,"Av. de Fernão de Magalhães nº 460 2º/3º, 4300-189 Porto, Portugal",22 510 8870,N/A (Google não fornece e-mail diretamente),http://fisiovida.pt/,Google Places API
MoviMente Porto - Clínica de Fisioterapia e Pilates | Rede Movimente,Medicina,"Av. da França 256 Andar -1 , Loja 19, 4050-276 Porto, Portugal",232 112 277,N/A (Google não fornece e-mail diretamente),https://www.movimente.pt/,Google Places API
